"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Uba6",0.0114011206204458,0.218103359457694,0.188,0.039,1
"Wnt3",0.0114114358215909,-0.210298621612721,0.2,0.431,1
"Fblim1",0.0117368809279152,-0.207568138993673,0.075,0.235,1
"Exosc8",0.0117613177725527,-0.187446809567035,0.1,0.275,1
"Gnb1",0.0117857148622977,0.35017064035,0.775,0.627,1
"Rpl28",0.0117921796151374,-0.249920148683347,1,1,1
"Trappc5",0.0119991271583651,-0.195933219057593,0.2,0.431,1
"Ubr1",0.0120024974336034,-0.150585995046363,0.075,0.235,1
"Serpinb6a",0.0122654622707073,0.297874510745876,0.538,0.333,1
"Ube2d1",0.0122724935009538,-0.213728171063325,0.175,0.373,1
"Otud7b",0.0123411671024334,-0.187678533794601,0.062,0.216,1
"Vim",0.0123592427503766,0.384915379007149,0.538,0.314,1
"Rpl24",0.0124396176824964,-0.241295424940025,1,1,1
"H3f3b",0.0124396176824964,-0.246409854570207,1,1,1
"Armc1",0.0124422537045528,0.313017689990603,0.438,0.275,1
"Pglyrp1",0.0125330664912461,0.454086287961243,0.5,0.294,1
"Mrpl15",0.0125660311734845,-0.221568166504114,0.462,0.725,1
"Rpl21",0.0126063170667556,-0.21166667531611,1,1,1
"X1500011K16Rik",0.0126704199373818,0.247084346636884,0.475,0.235,1
"Mios",0.0127002727096772,-0.125597445776115,0.025,0.137,1
"Pex11a",0.0127002727096772,-0.132730764198039,0.025,0.137,1
"Sucla2",0.012797403694263,-0.185635413008278,0.375,0.686,1
"Npdc1",0.0128102340034012,0.3670542728106,0.688,0.608,1
"Acot1",0.0128302345814309,-0.370447289149575,0.125,0.294,1
"Elp3",0.0129297545834155,-0.227771847803473,0.075,0.216,1
"Fndc3a",0.0129943056149559,-0.210889852880645,0.5,0.745,1
"Mybbp1a",0.0132222474939824,-0.124310104294502,0.088,0.255,1
"Samd8",0.0134196331577898,-0.14666225644658,0.138,0.333,1
"Tpcn1",0.0135013086382739,0.205102944607407,0.15,0.02,1
"Cox20",0.0135903872451901,0.287385076125871,0.738,0.569,1
"Ces1d",0.0135947762119424,-0.2861967393739,0.125,0.294,1
"Fyb",0.0136954744521926,0.345189864703339,0.112,0,1
"Cenpf",0.0136954744521926,0.170924655326623,0.112,0,1
"Slfn5",0.0136954744521926,0.13633085198114,0.112,0,1
"Atxn2",0.0137109744094223,-0.147111245980977,0.075,0.235,1
"Sephs1",0.0137341789763654,-0.260198021736142,0.138,0.314,1
"Efcab2",0.0139025846315474,-0.124952712429009,0.025,0.137,1
"Rab15",0.0140153979600984,-0.257286271210318,0.25,0.451,1
"Morc3",0.0140845868262095,0.249404451906371,0.212,0.059,1
"Uqcrq",0.0141047308451109,0.179273646512885,0.988,0.98,1
"Lyz1",0.0141256160125753,0.408284186646797,0.912,0.843,1
"Fam21",0.0142037977376325,-0.181399031650188,0.05,0.176,1
"Xab2",0.0143296465876832,-0.173136922486368,0.112,0.275,1
"Kcnq1ot1",0.0144501227063698,-0.232540703775108,0.15,0.333,1
"Slc25a17",0.0144550201947856,-0.256017365415368,0.2,0.373,1
"Rsph9",0.0145210763989629,-0.193585927322371,0.138,0.314,1
"Cfi",0.0145537571972449,-0.252813668055515,0.088,0.235,1
"Cdc26",0.0146716640459576,-0.205958854132453,0.488,0.725,1
"Creb3l3",0.0147589355343672,-0.110308332748662,0.025,0.137,1
"Gpr108",0.014881077556917,-0.21212441672711,0.275,0.51,1
"Mgll",0.0149141965292832,-0.267760866544948,0.175,0.392,1
"Snrk",0.0150675123558316,-0.233888297737953,0.138,0.314,1
"Zfp512",0.0151932724132197,-0.19379418904527,0.1,0.255,1
"Med12",0.0153512833876137,-0.154585944697614,0.038,0.157,1
"D5Ertd579e",0.0155371467190367,-0.1855490359326,0.125,0.294,1
"AI837181",0.0156614392824521,-0.121078407552325,0.025,0.137,1
"Gstt1",0.0157700231607146,0.647352483279253,0.688,0.569,1
"Ttc8",0.0157710906690071,-0.15919205717024,0.038,0.157,1
"Abtb1",0.0158047710997565,-0.216356879992222,0.15,0.333,1
"Rps25",0.0158608517191784,-0.179021842129957,1,1,1
"Pcsk1",0.0159309230894521,0.368760140421199,0.888,0.824,1
"Rps19",0.0161718081531336,-0.344844034259223,1,1,1
"Naa25",0.0161831283204735,-0.166628565972011,0.088,0.235,1
"Mettl2",0.016200962675614,-0.124374039845285,0.038,0.157,1
"Ibtk",0.0162100337683528,0.307294021832635,0.3,0.137,1
"Taf7",0.016325615063017,-0.148502765607109,0.188,0.431,1
"Txndc11",0.0164414536938601,0.270218116955034,0.325,0.137,1
"Sh2b1",0.016641098314923,-0.166311029414345,0.038,0.157,1
"Chga",0.0168588347372877,0.8799311770578,0.912,0.765,1
"Eaf1",0.0170916992430986,-0.156690450890648,0.038,0.157,1
"Slx4ip",0.0170916992430986,-0.16810142650886,0.038,0.157,1
"Pdcl",0.0171536961152021,-0.195447963659439,0.1,0.255,1
"Eef2",0.0172462084683885,-0.231845309943651,1,1,1
"Stim2",0.0174227401146579,0.241397298469441,0.288,0.118,1
"Gtf3c1",0.0174227401146579,-0.235256398772176,0.162,0.314,1
"Mrpl2",0.0174377138266517,-0.124242722724771,0.338,0.588,1
"Atad1",0.0174685059361266,-0.151331380591447,0.2,0.431,1
"Akap9",0.017509124833345,-0.315443423339348,0.662,0.843,1
"Gps1",0.0175285782059503,-0.248644215183865,0.425,0.627,1
"Uqcrc2",0.0176476602229892,-0.338121844327376,0.738,0.882,1
"X4833439L19Rik",0.0176883419253146,0.224845516830583,0.625,0.49,1
"Tbpl1",0.017852608495547,-0.280327164985126,0.312,0.49,1
"Hk2",0.0179776272980905,0.336440963431187,0.4,0.235,1
"Car9",0.0180251173724048,-0.125908074244036,0.038,0.157,1
"Aldh1b1",0.0180413753176151,-0.170042205322888,0.525,0.804,1
"Uba3",0.0180801121106655,-0.169969541815164,0.138,0.314,1
"Hspa9",0.0182943976604351,0.258996188394061,0.638,0.549,1
"X0610037L13Rik",0.0182950336013624,0.303083516098954,0.488,0.275,1
"Rpl4",0.0183830284728023,-0.240817717884671,1,1,1
"Msantd4",0.0184556924138008,-0.199938125921829,0.112,0.275,1
"Cpe",0.0184659590518168,0.272202325559804,0.95,0.725,1
"Dus3l",0.0185808452417578,-0.242485164082377,0.1,0.255,1
"Tom1l1",0.0186302147756749,0.214157435657935,0.175,0.039,1
"Nfkbiz",0.0186827351112124,0.297571230908173,0.338,0.157,1
"Pip5k1b",0.0187344279595894,-0.191298870399892,0.125,0.294,1
"Txnrd1",0.0187351037075886,-0.287752895273246,0.462,0.608,1
"Msto1",0.0188835059000837,-0.221563304302118,0.062,0.196,1
"Defa17",0.019079758902951,-0.178201600223965,0.162,0.353,1
"Rpl5",0.0190959012997089,-0.210326698821923,0.975,1,1
"Sulf2",0.0191352995333945,-0.183899739366964,0.05,0.176,1
"Rnf4",0.0191442764865488,-0.234248002866433,0.2,0.373,1
"Faim",0.0191920682437735,0.305413690494645,0.438,0.275,1
"X1110008F13Rik",0.0193037080963575,-0.293194065587296,0.6,0.745,1
"Picalm",0.0195191935144522,-0.244298579621954,0.225,0.392,1
"Gfm2",0.0195229999954403,-0.155582931020195,0.088,0.235,1
"Vasp",0.0196709879482541,-0.346366080746327,0.7,0.765,1
"Dnajb9",0.0198250350668268,0.32228274542565,0.388,0.235,1
"Nr1h4",0.0199147167643753,0.189160921090538,0.175,0.039,1
"Zfp646",0.0199189526947788,0.212103352240019,0.238,0.078,1
"Ncstn",0.0199242874213311,-0.220882019288969,0.188,0.353,1
"Zyx",0.0200886783151053,-0.116976878169624,0.05,0.176,1
"Narfl",0.0200886783151053,-0.149146257992028,0.05,0.176,1
"Cabin1",0.0201663202436144,-0.148531150692385,0.125,0.294,1
"Bcl2l2",0.0202216241665427,-0.136339878628407,0.062,0.196,1
"Sfrp5",0.0203407853204686,-0.289417342672427,0.35,0.569,1
"Ndufs6",0.020533499501466,0.222373696538884,0.912,0.882,1
"Egln1",0.0205807266513992,-0.149454177430755,0.05,0.176,1
"Mocs2",0.0206270086156411,0.33581958835511,0.712,0.588,1
"Clca3b",0.0206341575116496,0.450399487019571,0.438,0.275,1
"Nme4",0.020685688749268,-0.150767724543417,0.062,0.196,1
"Sppl2a",0.0206986286631041,-0.178486511742439,0.175,0.353,1
"Cox14",0.0207225665509592,0.221174703367085,0.85,0.765,1
"Vil1",0.0207986196886554,-0.256427629136736,0.562,0.784,1
"Zfp36l2",0.020813408246531,0.209672203879625,0.175,0.039,1
"Insr",0.020813408246531,0.183555612465547,0.175,0.039,1
"Rabl6",0.0211082073224924,-0.179048502088649,0.275,0.471,1
"Naglu",0.0211590111077151,-0.13788677424855,0.062,0.196,1
"Nans",0.0211611028297176,0.287522015701693,0.562,0.373,1
"Eif5a",0.0213821758787865,0.204273428108849,0.988,1,1
"Ldha",0.0214179902679032,0.364106047677433,0.85,0.843,1
"Wdr5",0.0214609077033515,-0.135961682787524,0.075,0.216,1
"Wdr34",0.0214609077033515,-0.178677146873356,0.075,0.216,1
"Fdft1",0.0215308889525975,-0.148456185550938,0.25,0.451,1
"Rbm12",0.021596433889573,-0.111114482867759,0.05,0.176,1
"Erdr1",0.0216240513808944,0.168196609073031,0.138,0.02,1
"Nr2f2",0.0216271413353643,-0.182624465319776,0.088,0.235,1
"Slc25a19",0.0216417407412611,-0.140000494396925,0.062,0.196,1
"Xiap",0.0216498175468263,0.244979033958148,0.3,0.137,1
"Trmt2b",0.0216526862551422,-0.112174592559313,0.038,0.157,1
"Cry1",0.0217472472774146,0.15043565422031,0.175,0.039,1
"Fbp2",0.0218599296234422,0.306841382446136,0.8,0.706,1
"Smarce1",0.0220519390565859,-0.191903641142751,0.538,0.725,1
"Cmtm6",0.0220897792114837,-0.152840021951511,0.125,0.294,1
"Commd3",0.0220919077211977,-0.25712019089166,0.462,0.667,1
"Tonsl",0.0221098309711948,0.211963793170872,0.838,0.804,1
"Dock9",0.0221204560050968,-0.106246919393293,0.05,0.176,1
"Wars",0.0221255820791281,-0.217684076272928,0.375,0.588,1
