"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Ugt2b34",5.6385280187332e-98,-0.308445227461039,0.717,0.854,1.75093210565722e-93
"Hif1a",6.06649227393617e-98,0.27706552022495,0.774,0.434,1.8838278458254e-93
"Acat2",6.34550033638049e-98,-0.336309611809966,0.74,0.851,1.97046821945623e-93
"Plek2",8.12183917088156e-98,0.27617977750781,0.829,0.546,2.52207471773385e-93
"Serf1",1.16231053166342e-97,-0.262748147557681,0.43,0.654,3.60932289397441e-93
"Ppid",1.51089628054165e-97,0.28874022730397,0.921,0.755,4.69178621996598e-93
"Dnajc15",3.36978208966895e-97,0.253909419478535,0.976,0.902,1.0464184323049e-92
"Fbp1",8.38947832035699e-97,-0.278154078344947,0.348,0.598,2.60518470282045e-92
"Hes6",2.49579632863387e-96,-0.320952670565121,0.728,0.869,7.75019633930675e-92
"Slc35b1",3.97403546032562e-96,0.265342187484885,0.865,0.582,1.23405723149491e-91
"Noc4l",5.70098577892808e-96,0.25161320920343,0.751,0.425,1.77032711393054e-91
"Ckb",8.24025796748868e-96,-0.315577703436614,0.958,0.988,2.55884730664426e-91
"Rrp1b",1.04750003012967e-95,0.296080117815944,0.817,0.548,3.25280184356167e-91
"Dcun1d5",1.48484014037989e-95,0.259241166719872,0.958,0.831,4.61087408792168e-91
"Tor1aip2",2.64604245863016e-95,0.258634703065936,0.818,0.526,8.21675564678423e-91
"Eif3c",9.98029804460466e-95,0.25504173332393,0.997,0.982,3.09918195179108e-90
"Cox17",5.61742169725547e-94,0.27569425237684,0.863,0.604,1.74437795964874e-89
"Stard10",5.81269850083846e-94,-0.272538740345924,0.885,0.931,1.80501726546537e-89
"Nedd4",1.33126990508297e-93,-0.278170101308117,0.894,0.943,4.13399243625416e-89
"Rab8a",1.57777658300661e-93,0.262313738847973,0.923,0.727,4.89946962321043e-89
"Fgfbp1",2.15327085070243e-93,-0.301702789806834,0.982,0.994,6.68655197268626e-89
"Fxyd3",7.40168963286519e-93,-0.295692785731907,0.401,0.618,2.29844668169363e-88
"Gale",7.74324405101205e-93,0.265156031075393,0.969,0.86,2.40450957516077e-88
"Sdc4",8.53065498943088e-93,-0.307957927833381,0.858,0.93,2.64902429386797e-88
"Cldn15",2.83259318764453e-92,0.283249595406891,0.987,0.937,8.79605162559256e-88
"Psph",2.98702587145699e-92,0.301825653895733,0.937,0.787,9.27561143863539e-88
"Gclm",4.03218087311736e-92,0.282547449278361,0.954,0.821,1.25211312652913e-87
"Krtcap3",9.13544807065448e-92,0.257516658972564,0.936,0.793,2.83683068938034e-87
"Ebna1bp2",1.11341201954907e-91,0.267504333928087,0.949,0.834,3.45747834430573e-87
"mt.Nd4l",1.42429956003691e-90,-0.29091932013088,0.484,0.678,4.42287742378262e-86
"Fam173a",1.86514913205514e-90,-0.261524773271113,0.871,0.935,5.79184759977083e-86
"Crip1",2.37184235691634e-90,-0.267547350071899,0.984,0.994,7.3652820709323e-86
"Degs2",4.34135510362416e-90,-0.275891881266888,0.897,0.943,1.34812100032841e-85
"Rsrp1",5.29559664903857e-90,-0.268665997777188,0.861,0.934,1.64444162742595e-85
"Klf5",1.72099434423983e-89,0.268481458428375,0.992,0.97,5.34420373716795e-85
"Rgcc",7.86169982489059e-89,-0.537246152027954,0.651,0.793,2.44129364662328e-84
"Mrpl47",8.1329257234893e-89,0.256473939989427,0.878,0.663,2.52551742491513e-84
"Yrdc",8.29455888780408e-89,0.254059856626393,0.893,0.684,2.5757093714298e-84
"Cct8",2.22023664887428e-88,0.253240547279642,0.991,0.979,6.89450086574931e-84
"Cs",2.74375966833173e-88,0.251044948973546,0.971,0.871,8.52019689807052e-84
"Cldn3",2.97941100733853e-88,0.353517801708264,0.999,0.991,9.25196500108834e-84
"Ten1",3.49739148514128e-88,-0.263851502433186,0.772,0.867,1.08604497788092e-83
"Nt5c",2.99153655974857e-87,-0.251433529695966,0.95,0.981,9.28961847898724e-83
"Lman1",7.45501356663617e-87,0.253961924761315,0.914,0.726,2.31500536284753e-82
"Immp2l",9.89105306489399e-87,-0.258970115801501,0.512,0.689,3.07146870824153e-82
"Sae1",1.50146518747217e-86,0.259098973625078,0.965,0.884,4.66249984665733e-82
"Rpf2",4.35768755295454e-86,0.250812884137313,0.846,0.605,1.35319271581897e-81
"Atf4",3.37222216442528e-84,0.302282340820436,0.98,0.915,1.04717614871898e-79
"Bnip3l",4.05728398554204e-84,-0.297418324331619,0.829,0.915,1.25990839603037e-79
"H2afx",9.9241175845987e-84,-0.530215521159764,0.806,0.829,3.08173623354543e-79
"Fam111a",4.63539576839015e-83,0.271908389473379,0.647,0.328,1.43942944795819e-78
"Lonp1",6.43400049780693e-83,0.268657047767831,0.959,0.85,1.99795017458399e-78
"Nipsnap1",7.228543525347e-83,-0.261423421612697,0.678,0.796,2.24467962092601e-78
"Tmem176a",9.3518968238444e-82,-0.257248850988068,0.697,0.807,2.9040445207084e-77
"Cbr1",1.69137778311524e-81,-0.349827852931041,0.928,0.966,5.25223542990775e-77
"Bphl",9.60351393807595e-81,-0.250948063371985,0.543,0.717,2.98217918319073e-76
"Hacd1",1.64498144444166e-80,-0.262230851600949,0.892,0.938,5.10816087942469e-76
"Krcc1",8.46540630738849e-80,-0.258128419065842,0.929,0.964,2.62876262063335e-75
"Cdx2",1.50048350841491e-79,-0.276650533355633,0.823,0.91,4.65945143868081e-75
"M6pr",1.65075296221741e-79,0.251021446343235,0.935,0.789,5.12608317357374e-75
"Cd24a",1.67393730245086e-79,-0.291869334598075,0.967,0.973,5.19807750530066e-75
"Mrpl34",2.47588058814068e-79,-0.251344873300912,0.905,0.945,7.68835199035327e-75
"Msmo1",3.11465453090111e-79,-0.320522345794437,0.822,0.874,9.67193671480721e-75
"Prap1",6.76427011598036e-79,-0.428182892160589,0.972,0.985,2.10050879911538e-74
"Smim24",6.19322823723821e-78,-0.324397051265527,0.969,0.985,1.92318316450958e-73
"Slfn9",1.68942652501475e-77,0.263827241643934,0.749,0.435,5.24617618812831e-73
"Fosb",4.32701062511773e-76,-0.320221938080686,0.235,0.464,1.34366660941781e-71
"Idh1",4.1322721300577e-75,-0.266236285049372,0.709,0.813,1.28319446454682e-70
"Tpm4",2.97606849589969e-74,0.263745881592903,0.967,0.868,9.24158550031731e-70
"Crb3",9.38686242763098e-74,0.251017405176232,0.895,0.671,2.91490238965225e-69
"Ubc",2.16469264553022e-69,0.288093352222655,0.998,0.998,6.72202007216499e-65
"Nop56",2.32962091670582e-67,0.274815202324372,0.958,0.937,7.23417183264657e-63
"Rrm2",2.01362785189152e-66,0.255325067506263,0.921,0.71,6.25291856847874e-62
"Gm1123",4.78316936103952e-66,-0.315530238556765,0.844,0.9,1.4853175816836e-61
"Pdgfa",2.58362137829345e-65,-0.396089869238061,0.868,0.89,8.02291946601465e-61
"Lmna",6.6807603345181e-65,0.261732338668925,0.896,0.7,2.0745765066779e-60
"Dnajb1",2.61158417212661e-64,0.252349126560258,0.736,0.475,8.10975232970478e-60
"Cldn4",1.19816707440703e-62,0.356843712619942,0.294,0.08,3.72066821615615e-58
"Cyp51",8.46669329040597e-62,-0.258418562910078,0.77,0.837,2.62916226746977e-57
"Gsta1",4.75103755506009e-60,-0.353662322008945,0.268,0.48,1.47533969197281e-55
"Ddit4",1.94949740699802e-58,-0.269615881373516,0.687,0.78,6.05377429795097e-54
"H1f0",6.56938462492285e-58,-0.294024940097876,0.949,0.955,2.03999100757729e-53
"Actb",2.21175468763002e-57,0.336053386411788,1,1,6.8681618314975e-53
"Fos",4.58913268978315e-56,-0.523997371053019,0.703,0.748,1.42506337415836e-51
"Klf6",5.4450915303088e-53,0.308756782000826,0.782,0.546,1.69086427290679e-48
"Insig1",2.88519100541355e-46,-0.256457585111834,0.619,0.715,8.9593836291107e-42
"AA467197",4.11834853491023e-45,0.569216996892612,0.822,0.66,1.27887077054567e-40
"S100a11",3.31884753066654e-43,0.272202213687466,0.96,0.901,1.03060172369788e-38
"Jun",1.56895803752827e-39,-0.342244518749981,0.849,0.867,4.87208539393653e-35
"St3gal4",1.23099541379048e-37,0.439879310054962,0.632,0.432,3.82261005844357e-33
"Itln1",2.8544577637004e-33,-0.830980746957407,0.391,0.496,8.86394769361885e-29
"Ndrg1",1.35386938108042e-31,-0.278455797453096,0.514,0.61,4.20417058906902e-27
"Nusap1",1.3039101084279e-29,-0.270057421086358,0.484,0.57,4.04903205970116e-25
"Cenpf",5.93124401971072e-25,-0.39026871399312,0.579,0.622,1.84182920544077e-20
"Dmbt1",2.7683094584078e-15,-0.260899104620215,0.318,0.398,8.59643136119375e-11
"Cdc20",3.37947154355662e-10,-0.252392292480454,0.633,0.622,1.04942729842064e-05
